NO_NAME,ID,AGE,GENDER,RACE,DRIVING_EXPERIENCE,EDUCATION,INCOME,CREDIT_SCORE,VEHICLE_OWNERSHIP,VEHICLE_YEAR,MARRIED,CHILDREN,POSTAL_CODE,ANNUAL_MILEAGE,VEHICLE_TYPE,SPEEDING_VIOLATIONS,DUIS,PAST_ACCIDENTS,OUTCOME
8784,45676,0,1,0,0,0,1,0.387861428,1,1,0,0,10238,15000,0,0,0,0,0
8785,883610,2,0,0,0,0,2,0.585050383,1,0,1,0,10238,11000,1,0,0,0,0
8786,442558,1,0,0,1,0,2,0.430521687,1,1,1,1,10238,11697.00321,0,0,0,0,0
8787,777487,0,0,0,0,0,3,0.422661717,1,1,0,1,10238,12000,0,0,0,0,0
8788,484048,1,0,0,1,2,0,0.339641106,0,1,1,1,10238,9000,0,1,0,1,0
8789,885657,0,1,0,0,2,0,0.599144338,0,1,1,1,10238,9000,1,0,0,0,1
8790,714665,1,1,1,1,2,2,0.456339423,0,1,1,0,32765,9000,0,7,0,0,0
8791,938792,3,1,0,1,2,2,0.668631163,1,1,1,1,92101,11697.00321,0,3,0,2,0
8792,137153,1,0,0,1,1,1,0.405515099,0,1,0,0,10238,16000,0,0,0,0,1
8793,336558,2,0,0,0,0,3,0.495366409,1,0,0,1,10238,14000,0,0,0,0,0
8794,798069,2,1,0,0,2,2,0.583670595,1,0,0,1,10238,16000,0,0,0,0,1
8795,75570,1,0,0,0,0,0,0.618050599,1,0,0,0,92101,15000,0,0,0,0,0
8796,34444,1,1,1,1,2,2,0.453232165,1,0,0,0,10238,9000,0,1,0,2,0
8797,89733,2,0,1,2,0,0,0.569959212,0,1,0,0,10238,11697.00321,0,0,0,1,0
8798,474345,1,0,0,1,2,0,0.390975085,0,1,0,1,92101,9000,0,2,0,0,1
8799,295048,3,1,0,1,0,2,0.704509669,1,0,0,1,32765,11697.00321,0,2,0,1,0
8800,112460,0,0,0,0,1,1,0.422483733,1,1,0,0,10238,14000,0,0,0,0,1
8801,378321,1,1,0,1,0,1,0.410995775,1,1,0,1,10238,13000,0,2,0,1,0
8802,1063,1,1,0,0,1,1,0.441567371,1,1,0,1,10238,14000,0,0,0,0,0
8803,525347,1,1,0,1,0,0,0.514460526,1,1,1,1,10238,13000,1,0,1,0,0
8804,645880,2,1,0,2,2,2,0.520557539,1,1,1,1,10238,8000,0,0,0,7,0
8805,207193,1,0,0,1,0,2,0.52951901,1,1,0,1,10238,13000,0,2,0,1,0
8806,972502,1,0,0,0,0,0,0.664374684,1,0,0,0,32765,11697.00321,0,0,0,0,1
8807,656485,0,0,0,0,1,1,0.392772832,0,1,0,0,32765,9000,0,0,0,0,1
8808,524309,3,1,0,3,0,2,0.628868848,1,1,0,1,10238,14000,0,2,1,4,0
8809,34015,1,1,0,1,2,3,0.530737501,1,0,0,0,10238,11000,0,1,0,1,0
8810,632608,1,1,0,1,1,0,0.362736724,1,1,0,1,10238,14000,0,1,0,0,0
8811,314119,3,0,0,2,2,0,0.498366935,1,0,1,1,92101,12000,0,2,0,0,0
8812,661337,2,0,0,2,1,0,0.550770469,1,1,0,1,10238,16000,0,0,1,0,0
8813,499894,3,1,0,0,2,2,0.463050428,1,1,1,1,10238,10000,0,0,0,0,0
8814,783337,0,0,0,0,0,0,0.570637525,1,0,1,1,10238,10000,0,0,0,0,0
8815,240045,1,1,0,1,1,1,0.223673517,0,1,1,1,10238,13000,0,3,1,1,1
8816,755201,1,1,1,1,1,3,0.388079594,1,1,1,0,10238,11000,0,1,0,2,0
8817,965093,2,0,0,0,2,2,0.717083587,0,0,0,1,10238,11697.00321,0,0,0,0,0
8818,858407,1,0,0,1,0,0,0.539441511,0,0,0,1,10238,13000,0,0,0,1,0
8819,677702,3,0,0,3,0,2,0.54829181,1,0,1,1,10238,9000,0,2,0,4,0
8820,197533,2,0,0,2,2,0,0.636256838,1,1,1,0,10238,14000,0,1,0,1,0
8821,922527,1,1,0,1,0,3,0.443783628,1,0,1,1,10238,15000,0,0,0,1,0
8822,61789,2,0,0,2,0,0,0.673509752,0,1,1,1,10238,12000,0,0,0,0,0
8823,899911,2,1,0,1,0,2,0.578388546,0,0,1,1,32765,9000,0,1,0,2,0
8824,866446,3,1,0,3,2,2,0.739051018,1,1,1,1,10238,7000,0,7,1,14,0
8825,286646,0,1,0,0,2,3,0.362770557,0,1,1,1,32765,8000,0,0,0,0,1
8826,71068,1,1,0,1,2,2,0.645129578,1,1,0,1,10238,14000,0,0,0,0,1
8827,870976,2,0,0,2,0,3,0.504838352,1,1,1,1,10238,11000,0,2,0,0,0
8828,511886,0,1,0,0,1,1,0.36365762,0,1,0,0,10238,16000,0,0,0,0,1
8829,527784,1,0,0,1,1,3,0.477491654,1,1,0,1,32765,10000,0,1,0,0,0
8830,475443,0,1,0,0,0,1,0.259410943,0,1,0,0,32765,11697.00321,0,0,0,0,0
8831,349537,1,0,0,1,1,3,0.386260275,1,1,1,1,10238,10000,0,1,0,2,0
8832,190736,1,1,0,1,0,1,0.206204063,1,1,0,1,32765,12000,0,1,0,0,0
8833,987410,0,0,0,0,2,0,0.536605045,1,0,0,0,10238,12000,0,0,0,0,0
8834,988023,1,0,0,1,1,1,0.337825185,1,1,1,1,32765,8000,0,3,0,0,0
8835,79207,0,1,0,0,0,1,0.166562438,1,1,0,0,10238,14000,0,0,0,0,1
8836,858189,0,1,1,0,2,3,0.454226741,0,1,0,0,10238,11000,0,0,0,0,1
8837,542901,1,0,0,1,2,2,0.719899324,1,1,1,1,32765,12000,0,4,0,0,0
8838,299379,1,0,0,1,2,2,0.530205499,1,1,0,1,10238,15000,0,0,0,1,0
8839,847988,2,1,0,2,2,2,0.594692456,1,0,1,1,10238,12000,0,1,0,4,0
8840,344762,1,1,0,1,0,0,0.43188167,1,1,0,0,10238,15000,0,0,0,1,1
8841,522326,1,1,0,0,2,2,0.612666155,1,1,1,1,32765,6000,0,0,0,0,0
8842,934207,1,0,0,1,2,0,0.725122677,1,0,0,0,10238,17000,0,0,2,1,0
8843,248253,1,1,0,1,2,0,0.315636637,1,1,1,1,92101,14000,0,1,0,0,1
8844,911959,2,0,0,2,2,2,0.724811337,0,0,1,1,32765,8000,0,7,0,1,0
8845,860089,1,0,0,1,2,0,0.468504561,1,1,1,0,10238,14000,0,1,0,0,0
8846,899435,3,1,0,3,0,0,0.529419782,0,1,1,1,10238,10000,0,4,1,0,0
8847,146120,2,1,0,2,1,1,0.498387946,0,1,1,1,10238,13000,0,3,1,2,0
8848,490211,0,1,0,0,0,0,0.433789976,0,1,0,0,10238,18000,0,0,0,0,1
8849,406724,0,0,0,0,0,3,0.525351887,1,1,1,1,10238,9000,0,0,0,0,1
8850,96047,3,0,0,0,0,0,0.405347963,0,0,1,1,32765,8000,0,0,0,0,0
8851,109953,1,0,0,1,0,3,0.53814431,0,1,0,1,10238,12000,0,0,0,0,1
8852,108318,2,0,0,1,1,1,0.508966016,1,1,1,1,10238,14000,0,0,0,1,0
8853,322243,1,0,0,1,0,0,0.574492294,1,1,0,0,32765,10000,0,0,0,0,0
8854,779491,1,1,0,1,0,3,0.529743005,1,1,1,1,32765,6000,0,6,1,1,1
8855,39284,3,0,1,3,1,2,0.632233654,0,1,1,1,10238,12000,0,5,1,2,0
8856,290734,0,1,0,0,0,0,0.457390735,1,1,1,1,10238,12000,0,0,0,0,1
8857,313691,2,1,1,2,2,2,0.85646296,1,0,0,1,10238,12000,0,8,0,4,0
8858,627448,2,0,0,2,1,3,0.485054363,0,0,0,1,32765,14000,0,1,0,0,1
8859,495699,1,1,0,0,1,3,0.396096793,0,1,1,1,32765,8000,0,0,0,0,0
8860,894556,3,0,0,3,0,2,0.709363304,0,0,1,1,10238,11000,0,4,0,9,0
8861,491509,1,0,0,0,0,0,0.530373138,1,1,1,1,10238,9000,0,0,0,0,1
8862,10740,2,0,1,0,0,0,0.601847968,1,1,1,1,10238,11000,0,0,0,0,0
8863,710465,1,1,1,1,2,0,0.574656448,1,1,0,0,10238,14000,0,3,1,0,0
8864,374493,3,0,0,2,1,3,0.442915868,0,0,1,1,32765,9000,0,4,0,1,0
8865,462864,3,0,0,3,0,0,0.496958505,1,0,0,1,32765,9000,0,5,3,1,0
8866,936784,1,0,1,1,1,1,0.370681376,0,1,0,0,10238,17000,0,1,0,0,1
8867,36613,1,1,0,1,2,3,0.589779347,1,1,0,0,92101,18000,0,2,1,0,1
8868,424858,1,1,0,0,1,1,0.400317482,0,0,0,0,92101,17000,0,0,0,0,1
8869,654445,2,1,0,2,2,2,0.670904728,1,1,1,1,10238,10000,0,2,1,3,0
8870,352305,1,1,0,1,2,0,0.428984582,1,0,1,1,10238,8000,0,1,3,1,0
8871,891962,3,1,0,3,2,2,0.801340068,1,0,0,1,32765,6000,0,15,1,0,0
8872,939798,2,0,0,2,0,3,0.420639456,1,1,1,0,10238,13000,0,1,1,2,0
8873,119272,3,0,0,3,0,2,0.618028913,1,0,0,1,32765,9000,0,5,1,1,0
8874,601379,2,0,0,0,0,0,0.623226516,1,0,0,1,32765,6000,0,0,0,0,0
8875,482624,3,0,0,0,2,2,0.557374504,1,1,1,1,10238,7000,0,0,0,0,0
8876,571823,3,1,0,3,2,2,0.565015422,1,1,1,1,10238,14000,0,3,0,4,0
8877,480327,2,1,0,2,2,2,0.417616753,0,0,1,1,10238,9000,0,2,1,3,0
8878,660014,0,1,0,0,0,3,0.383320847,1,1,0,1,92101,11697.00321,0,0,0,0,1
8879,839189,1,0,0,1,1,3,0.492186237,1,1,0,0,32765,13000,0,3,0,0,0
8880,261942,1,0,0,1,2,2,0.636850291,1,0,1,1,10238,14000,0,4,0,0,0
8881,583854,2,1,0,2,2,2,0.535100557,1,1,0,0,10238,17000,0,1,0,4,0
8882,907915,1,0,0,0,2,0,0.579934673,1,1,0,0,10238,16000,0,0,0,0,1
8883,658578,2,0,0,0,0,0,0.454670115,1,1,0,0,32765,13000,0,0,0,0,0
8884,595202,1,0,0,1,0,0,0.402792636,1,1,0,1,10238,15000,0,0,0,1,0
8885,935057,3,1,0,0,2,2,0.597921832,1,1,0,1,10238,13000,0,0,0,0,0
8886,140098,2,1,0,1,1,1,0.277675453,0,1,0,1,32765,9000,0,3,0,1,0
8887,187856,1,0,0,0,0,2,0.571523808,1,1,1,1,10238,9000,0,0,0,0,1
8888,352741,1,0,0,1,0,0,0.463781538,1,1,0,1,10238,12000,0,0,0,2,0
8889,307879,0,0,0,0,0,0,0.46787723,1,1,1,0,10238,11000,0,0,0,0,0
8890,831721,3,0,0,0,2,2,0.651833097,1,0,0,1,10238,13000,0,0,0,0,0
8891,883062,3,0,0,2,2,2,0.601852385,1,0,1,1,32765,9000,0,8,0,0,0
8892,749179,1,0,0,1,2,0,0.665270096,1,1,0,1,10238,10000,0,1,0,0,0
8893,310559,1,1,0,1,2,0,0.606351933,0,0,0,0,10238,14000,0,1,0,2,0
8894,238906,2,0,0,2,2,2,0.392128191,1,0,0,0,10238,15000,0,1,0,1,0
8895,628082,1,1,0,1,0,3,0.460626184,1,1,1,0,32765,10000,0,3,1,2,0
8896,500563,2,0,0,2,2,2,0.693066707,1,1,1,1,10238,11697.00321,0,2,0,1,0
8897,811449,0,1,0,0,0,1,0.346473291,0,0,0,0,10238,16000,0,0,0,0,0
8898,937546,1,1,0,1,1,3,0.28166726,0,0,1,1,32765,8000,0,2,0,1,0
8899,150119,0,1,0,0,2,3,0.3877044,1,1,0,1,32765,10000,0,0,0,0,0
8900,359123,2,1,0,2,2,2,0.687074857,1,0,1,1,10238,11000,1,1,0,4,0
8901,441508,2,0,0,0,0,2,0.560081653,1,1,0,0,10238,16000,0,0,0,0,1
8902,811326,2,0,0,2,0,1,0.533219586,1,1,0,1,10238,15000,0,0,0,0,0
8903,49925,1,0,0,1,2,2,0.518642532,1,0,1,0,32765,8000,0,4,0,0,0
8904,783027,1,1,0,1,0,0,0.343392933,1,0,0,1,10238,13000,0,2,0,0,0
8905,763160,1,1,0,0,0,2,0.670647159,1,0,1,0,10238,15000,0,0,0,0,0
8906,453738,0,1,0,0,2,3,0.442300157,0,0,0,1,10238,11697.00321,0,0,0,0,1
8907,641074,0,1,0,0,2,3,0.353227146,1,1,0,0,32765,12000,0,0,0,0,0
8908,663153,1,1,0,0,2,3,0.481912706,0,0,0,1,32765,10000,0,0,0,0,1
8909,617268,1,1,0,1,1,0,0.238716698,1,1,1,1,10238,11697.00321,0,2,1,1,0
8910,703794,2,0,0,0,0,2,0.681961142,1,0,1,1,10238,7000,0,0,0,0,0
8911,714830,1,1,0,1,1,3,0.437107806,0,1,0,1,10238,12000,0,2,1,0,1
8912,459692,2,0,0,1,0,3,0.314053439,0,1,0,0,32765,10000,0,1,0,1,0
8913,410017,2,1,0,2,0,2,0.51224057,1,1,1,1,10238,11697.00321,0,1,0,1,0
8914,268879,2,0,0,2,2,0,0.388818875,0,1,0,1,10238,10000,0,1,0,1,0
8915,335757,0,0,0,0,0,0,0.465880731,0,1,0,0,32765,14000,0,0,0,0,0
8916,924758,0,1,0,0,1,1,0.415072295,1,1,0,0,10238,15000,0,0,0,0,1
8917,633661,2,0,1,2,0,0,0.498394934,1,1,0,1,10238,13000,0,0,0,3,0
8918,156445,3,0,0,1,0,2,0.49957876,0,1,1,1,10238,7000,0,1,0,2,0
8919,92488,2,1,0,2,1,0,0.459981824,1,1,1,1,10238,11697.00321,0,4,1,5,0
8920,139214,3,1,0,2,0,2,0.410860375,1,0,1,1,10238,11697.00321,0,4,0,3,0
8921,243937,1,1,0,1,0,3,0.279902195,1,1,1,1,10238,11697.00321,0,1,0,0,0
8922,115527,1,0,0,0,2,2,0.583638196,1,0,1,1,10238,10000,0,0,0,0,0
8923,886615,0,1,0,0,1,0,0.512212417,1,1,1,0,32765,11000,0,0,0,0,1
8924,221358,2,0,0,1,2,2,0.615791039,1,0,0,1,10238,20000,0,0,0,1,0
8925,453777,1,1,0,1,0,3,0.39840605,0,1,1,1,10238,11000,0,0,0,1,1
8926,681107,1,1,1,1,0,3,0.304661399,0,1,1,0,32765,7000,0,3,0,1,1
8927,248942,2,0,0,2,0,2,0.729851638,1,0,0,1,10238,14000,0,4,0,5,0
8928,711881,2,1,0,2,1,1,0.399251212,1,1,0,1,10238,9000,0,2,0,2,0
8929,889696,0,0,0,0,0,1,0.277195079,0,0,0,0,10238,16000,0,0,0,0,1
8930,859208,0,1,0,0,1,1,0.539603942,0,1,1,0,10238,11697.00321,0,0,0,0,1
8931,664323,1,0,0,0,0,3,0.414125203,1,1,0,0,10238,18000,0,0,0,0,1
8932,733794,1,1,0,1,1,0,0.441349087,0,1,1,1,92101,11697.00321,0,2,0,1,1
8933,728365,2,0,0,2,2,2,0.475484837,1,0,1,1,10238,9000,0,2,0,0,0
8934,114885,2,1,0,0,2,2,0.564138795,1,1,1,1,10238,11000,0,0,0,0,0
8935,829141,2,0,0,2,2,0,0.491318561,0,0,1,1,10238,11000,0,3,0,3,0
8936,306823,1,1,0,1,0,3,0.42972555,0,1,1,0,32765,10000,0,4,0,1,0
8937,734633,0,0,0,0,1,1,0.354373063,1,1,1,0,32765,9000,0,0,0,0,1
8938,287800,3,1,0,3,2,2,0.532587755,1,1,1,1,10238,10000,0,2,1,2,0
8939,46993,3,0,1,0,2,2,0.638694593,1,1,0,1,32765,12000,0,0,0,0,1
8940,46460,0,1,0,0,2,0,0.496550033,0,1,0,1,10238,11000,0,0,0,0,1
8941,37712,1,0,0,1,0,3,0.471246668,1,1,0,1,32765,11697.00321,0,3,1,3,1
8942,255391,2,1,0,2,2,2,0.643010838,1,0,1,1,10238,10000,0,3,1,2,0
8943,16414,1,0,0,1,1,1,0.489016405,1,1,1,1,10238,12000,0,0,0,0,0
8944,184604,1,1,0,1,2,2,0.541654807,1,0,1,1,32765,13000,0,3,0,2,0
8945,248576,3,1,0,0,1,0,0.464384674,0,1,1,1,10238,11000,0,0,0,0,1
8946,951643,3,1,0,3,0,2,0.618998711,1,0,1,1,10238,10000,0,1,0,2,0
8947,841092,1,1,0,1,0,0,0.411815295,1,1,1,1,10238,11000,0,1,0,0,1
8948,330071,2,0,0,0,0,1,0.484703895,1,1,1,1,10238,10000,0,0,0,0,1
8949,181644,3,0,1,3,0,2,0.605648955,1,0,1,1,10238,10000,0,7,0,4,0
8950,459966,1,0,0,1,2,2,0.766104878,0,0,1,0,32765,12000,0,1,0,0,0
8951,622481,2,0,0,2,2,2,0.542483109,0,0,1,1,32765,13000,0,0,0,0,0
8952,259944,1,1,0,0,1,1,0.208433852,1,1,0,1,10238,17000,0,0,0,0,1
8953,913111,1,0,0,0,0,1,0.358932301,0,1,1,1,32765,9000,0,0,0,0,1
8954,691782,1,0,0,1,2,2,0.564859869,1,0,1,1,10238,7000,0,0,0,0,0
8955,120400,3,0,0,3,0,2,0.469812953,1,0,1,1,32765,6000,0,9,1,2,0
8956,392215,0,1,0,0,0,1,0.299202918,1,1,1,0,10238,14000,0,0,0,0,0
8957,786008,2,0,0,2,1,2,0.514629902,1,1,0,0,32765,15000,1,2,0,1,0
8958,635121,1,1,0,0,1,1,0.300482749,1,1,0,1,32765,12000,0,0,0,0,0
8959,124139,0,0,0,0,0,1,0.27558268,0,1,0,0,10238,14000,0,0,0,0,1
8960,59310,0,0,0,0,0,3,0.410209669,0,1,1,0,10238,17000,0,0,0,0,0
8961,846661,2,0,0,1,2,2,0.640898832,1,1,0,1,10238,12000,0,1,0,3,0
8962,842821,1,0,0,1,0,3,0.419153815,0,1,1,1,10238,11000,0,1,0,0,0
8963,258406,2,1,0,0,1,3,0.462327359,1,0,0,1,10238,11697.00321,0,0,0,0,0
8964,463615,2,1,0,2,2,2,0.622947196,1,0,1,1,32765,9000,0,2,0,1,0
8965,849311,1,0,0,1,0,0,0.672111671,1,0,0,1,32765,9000,0,1,0,1,0
8966,42611,3,0,0,3,2,2,0.498853857,1,0,1,1,10238,13000,0,0,0,0,0
8967,120752,2,0,0,0,0,1,0.336055759,0,1,0,1,32765,10000,0,0,0,0,1
8968,212456,3,1,0,1,2,2,0.6178082,1,0,0,1,32765,12000,0,1,0,1,0
8969,395100,0,1,0,0,0,1,0.288431949,1,1,0,1,10238,11000,0,0,0,0,0
8970,679466,1,1,0,1,1,1,0.393470768,0,1,0,0,10238,16000,0,0,0,1,1
8971,752227,2,1,0,2,2,2,0.673422034,1,0,0,0,10238,12000,0,6,1,1,0
8972,820028,2,1,1,1,0,2,0.650057331,1,1,1,1,32765,8000,0,3,0,0,0
8973,322841,2,1,0,0,2,2,0.692865248,1,1,1,1,10238,11697.00321,0,0,0,0,1
8974,496015,1,0,0,1,2,0,0.343318749,1,0,0,0,32765,12000,0,4,0,0,0
8975,27358,0,1,0,0,0,1,0.289227805,0,1,0,1,32765,9000,0,0,0,0,1
8976,928760,1,1,0,1,1,1,0.469314555,0,1,0,1,10238,10000,0,2,0,4,1
8977,869463,2,1,0,0,0,1,0.351529826,0,1,0,1,92101,13000,0,0,0,0,0
8978,730142,2,1,0,2,2,2,0.555989075,1,0,0,0,10238,19000,0,0,0,1,0
8979,154598,3,0,0,0,0,2,0.647540893,1,0,0,1,10238,11697.00321,0,0,0,0,0
8980,608162,1,0,0,1,1,1,0.302808827,1,1,0,0,10238,14000,0,1,0,1,0
8981,295095,2,1,0,0,1,2,0.620611073,1,0,1,1,32765,10000,0,0,0,0,1
8982,371569,2,1,0,0,0,2,0.483189826,1,1,0,0,10238,12000,0,0,0,0,0
8983,523239,2,0,0,1,2,0,0.58824024,0,0,0,1,10238,16000,0,0,0,1,0
8984,608207,1,0,0,1,2,2,0.549476549,1,0,1,1,10238,11697.00321,0,0,0,0,0
8985,339741,1,0,0,0,0,2,0.604052573,1,0,1,1,10238,11000,0,0,0,0,0
8986,659481,3,0,1,3,2,2,0.648877497,1,1,1,1,10238,10000,0,3,1,4,0
8987,864844,0,0,0,0,1,1,0.240858536,0,1,0,1,10238,13000,0,0,0,0,1
8988,695445,2,0,0,2,1,0,0.565155358,1,1,1,0,10238,13000,0,1,0,0,0
8989,434588,2,0,0,2,0,0,0.545854967,1,1,1,1,10238,11000,0,2,0,0,0
8990,197470,2,0,0,0,2,2,0.688577887,1,0,1,1,32765,11000,0,0,0,0,0
8991,139952,3,0,0,3,0,2,0.652552418,1,0,0,1,10238,14000,0,1,1,3,0
8992,674689,2,1,0,2,0,2,0.715862417,1,0,0,1,10238,13000,0,4,0,1,0
8993,913429,3,0,0,3,2,2,0.757361824,1,1,0,1,10238,11000,0,3,1,0,0
8994,31975,3,0,1,1,2,2,0.624914278,0,0,1,1,32765,12000,0,0,1,1,0
8995,234315,1,1,0,1,2,2,0.58372978,1,0,0,1,10238,13000,0,2,3,1,0
8996,872992,2,0,1,2,2,2,0.630630794,1,1,0,0,10238,16000,0,2,0,0,0
8997,585537,3,1,0,1,2,2,0.503184027,1,0,1,1,10238,8000,0,1,2,2,0
8998,274516,1,1,0,1,2,0,0.56560201,0,1,0,1,10238,16000,0,2,0,1,0
8999,918944,1,1,0,0,2,2,0.511405143,1,0,1,1,10238,9000,0,0,0,0,0
9000,157268,1,0,0,1,0,3,0.484824228,1,1,0,0,32765,11697.00321,0,0,0,0,0
9001,367827,1,0,0,1,0,0,0.482822686,1,1,0,1,32765,13000,0,2,0,0,0
9002,54243,2,1,0,1,2,2,0.584482484,1,0,0,1,10238,14000,0,0,0,1,0
9003,60970,0,1,0,0,2,2,0.630992883,1,0,1,1,10238,11000,0,0,0,0,0
9004,311044,0,0,0,0,2,3,0.519320826,1,1,0,0,10238,14000,0,0,0,0,1
9005,706138,0,1,0,0,0,3,0.570394163,1,1,0,0,10238,14000,0,0,0,0,1
9006,984779,1,1,0,1,0,0,0.497960506,1,1,1,1,10238,11000,0,2,0,1,0
9007,652127,3,0,0,3,2,2,0.430248891,1,0,1,1,10238,10000,0,4,1,1,0
9008,529539,2,1,0,1,1,0,0.537910971,1,1,1,1,10238,10000,0,1,0,5,0
9009,88956,2,1,0,2,0,3,0.462385555,1,1,0,0,10238,15000,0,2,0,3,0
9010,940325,0,0,1,0,1,1,0.383696831,0,1,0,1,32765,13000,0,0,0,0,1
9011,968174,1,1,0,1,0,3,0.377016881,0,0,0,0,10238,13000,0,1,0,2,0
9012,530366,1,0,0,1,1,0,0.416211451,0,1,1,1,10238,12000,0,1,0,1,0
9013,549555,0,1,1,0,1,1,0.293279532,1,1,0,0,32765,15000,0,0,0,0,0
9014,588188,1,0,0,1,0,0,0.443200364,1,1,1,1,10238,11000,0,0,0,0,0
9015,709404,3,1,0,0,0,2,0.63918839,1,0,1,0,10238,15000,0,0,0,0,0
9016,707069,1,1,0,1,0,2,0.560175353,1,0,1,1,32765,14000,0,3,0,0,0
9017,537387,3,0,0,2,2,2,0.692039801,1,1,1,1,10238,11000,0,2,0,2,0
9018,515931,0,0,0,0,0,1,0.419377649,0,1,0,0,32765,10000,0,0,0,0,1
9019,924790,1,1,0,1,0,0,0.399311876,0,1,0,1,10238,11697.00321,0,1,0,1,1
9020,581500,3,0,0,3,2,2,0.634602126,0,0,1,1,10238,12000,0,0,0,0,0
9021,207518,1,0,0,1,0,0,0.648950085,1,1,1,1,10238,9000,0,0,0,0,0
9022,223991,0,0,0,0,2,0,0.570443797,1,1,0,1,10238,11697.00321,0,0,0,0,0
9023,762941,2,1,0,2,2,2,0.783468872,1,1,0,1,32765,12000,0,5,0,2,0
9024,76580,3,1,0,3,2,2,0.689112417,1,0,1,1,10238,12000,0,3,1,1,0
9025,471077,0,0,0,0,2,2,0.622657979,0,1,0,0,10238,16000,0,0,0,0,0
9026,749784,3,1,0,3,2,2,0.624508326,1,0,1,1,10238,12000,0,2,0,0,0
9027,40583,1,0,1,1,2,3,0.468796728,0,1,0,1,10238,15000,0,0,0,0,0
9028,494888,0,1,0,0,0,1,0.286574391,0,1,1,0,10238,11000,0,0,0,0,1
9029,138719,1,0,0,1,0,3,0.438575803,1,1,0,1,10238,11697.00321,0,2,0,0,0
9030,827622,0,1,0,0,0,1,0.323970421,1,1,0,0,32765,13000,0,0,0,0,1
9031,616551,2,0,0,2,2,2,0.632726825,1,1,0,1,10238,15000,0,1,0,2,0
9032,949125,3,1,1,3,2,2,0.616177298,1,0,1,1,92101,10000,0,8,1,8,0
9033,290609,3,1,0,0,0,2,0.672376041,1,1,0,1,10238,17000,0,0,0,0,1
9034,604438,1,0,0,1,0,0,0.580883058,1,1,1,1,10238,12000,0,1,0,0,0
9035,351637,1,1,0,1,0,3,0.447709013,1,0,0,1,32765,11697.00321,0,0,1,1,0
9036,190961,3,0,0,2,0,0,0.581603742,1,1,1,1,92101,14000,0,0,1,0,1
9037,322824,1,0,0,1,2,2,0.508003087,1,1,0,0,32765,15000,0,0,1,1,1
9038,36282,0,0,0,0,2,3,0.446476136,1,1,0,1,10238,10000,0,0,0,0,0
9039,336527,1,0,0,1,2,2,0.63692241,1,0,1,0,10238,10000,0,1,0,1,0
9040,920567,3,0,0,3,0,2,0.564530073,1,1,1,1,10238,12000,0,1,1,6,0
9041,900892,1,0,0,1,0,0,0.43622218,1,0,1,1,10238,11000,1,1,0,1,0
9042,901773,0,1,0,0,2,1,0.38318877,0,1,0,0,10238,17000,0,0,0,0,1
9043,15119,3,0,0,2,2,2,0.760639031,1,1,1,1,10238,11697.00321,0,3,0,0,0
9044,20635,0,1,1,0,0,0,0.341722304,0,1,0,0,92101,14000,0,0,0,0,1
9045,177341,2,1,0,1,0,2,0.536084688,1,1,1,1,10238,11000,1,1,0,2,0
9046,436935,1,1,0,0,1,3,0.427049342,1,0,0,1,10238,8000,0,0,0,0,0
9047,969436,0,0,0,0,1,1,0.481652187,1,1,0,0,10238,18000,0,0,0,0,0
9048,858278,1,0,0,1,0,0,0.584068009,0,1,0,0,32765,11697.00321,0,0,0,0,1
9049,403810,3,1,0,1,2,2,0.712824341,1,1,1,0,10238,11000,0,2,0,1,1
9050,599464,0,0,0,0,0,3,0.336468959,1,0,0,0,32765,12000,0,0,0,0,0
9051,569234,0,1,0,0,0,1,0.294653558,1,1,1,0,10238,11697.00321,0,0,0,0,1
9052,951842,2,1,0,2,2,2,0.456370882,1,1,0,0,32765,8000,0,8,1,0,0
9053,34729,1,0,0,1,0,0,0.544838074,0,0,1,1,10238,13000,0,1,0,0,0
9054,299392,0,0,0,0,1,1,0.397968702,0,1,0,1,10238,11000,0,0,0,0,1
9055,930407,3,1,0,2,0,2,0.567032564,1,1,1,1,10238,11697.00321,0,5,0,6,0
9056,792654,2,0,0,2,2,2,0.610010588,0,0,1,1,10238,11000,0,1,1,0,0
9057,902269,1,1,0,1,0,1,0.230032413,1,1,0,1,10238,14000,0,2,0,1,0
9058,881961,1,1,0,1,0,2,0.613625529,1,0,1,0,10238,11697.00321,0,1,0,1,0
9059,637371,2,1,0,1,1,0,0.537590377,1,1,1,1,10238,9000,0,2,0,5,0
9060,500299,1,0,0,0,2,2,0.668711008,1,0,1,1,10238,11000,0,0,0,0,0
9061,18691,2,1,0,1,0,2,0.635887396,1,1,1,1,32765,8000,0,3,0,0,0
9062,157412,2,1,0,2,2,2,0.756751214,1,0,0,1,10238,10000,0,0,2,1,0
9063,174428,0,0,0,0,0,0,0.477287779,0,1,1,0,10238,14000,0,0,0,0,1
9064,874268,1,1,0,1,1,1,0.295667459,0,0,0,0,32765,14000,0,1,0,1,0
9065,246721,1,0,0,1,2,2,0.494423702,1,1,1,1,32765,9000,0,1,0,0,0
9066,640977,2,1,1,2,2,2,0.659153795,1,0,1,1,10238,13000,0,1,1,1,0
9067,173889,2,1,0,0,2,2,0.597622304,1,0,0,0,92101,19000,0,0,0,0,1
9068,924311,0,1,0,0,0,3,0.451666059,1,0,0,0,32765,12000,0,0,0,0,0
